Probe Set ID	Gene Title	Entrez Gene ID	Ensembl
203924_at	glutathione S-transferase alpha 1	2938	ENSG00000243955 /// OTTHUMG00000014861
203934_at	kinase insert domain receptor	3791	ENSG00000128052 /// OTTHUMG00000128734
203944_x_at	butyrophilin, subfamily 2, member A1	11120	ENSG00000112763 /// OTTHUMG00000014457
203970_s_at	peroxisomal biogenesis factor 3	8504	ENSG00000034693 /// OTTHUMG00000015730
204052_s_at	secreted frizzled-related protein 4	6424	ENSG00000106483 /// OTTHUMG00000023026
204067_at	sulfite oxidase	6821	ENSG00000139531 /// OTTHUMG00000128503
204155_s_at	SIK family kinase 3	23387	ENSG00000160584 /// OTTHUMG00000066628
204156_at	SIK family kinase 3	23387	ENSG00000160584 /// OTTHUMG00000066628
204166_at	strawberry notch homolog 2 (Drosophila)	22904	ENSG00000064932 /// ENSG00000278788 /// OTTHUMG00000181875 /// OTTHUMG00000191345
204178_s_at	RNA binding motif protein 14	10432	ENSG00000239306 /// OTTHUMG00000140380
204179_at	myoglobin	4151	ENSG00000198125 /// OTTHUMG00000150606
204180_s_at	zinc finger and BTB domain containing 43	23099	ENSG00000169155 /// OTTHUMG00000020693
204195_s_at	PBX/knotted 1 homeobox 1	5316	ENSG00000160199 /// OTTHUMG00000086833
204259_at	matrix metallopeptidase 7	4316	ENSG00000137673 /// OTTHUMG00000048193
204281_at	TEA domain family member 4	7004	ENSG00000197905 /// OTTHUMG00000168153
204292_x_at	serine/threonine kinase 11	6794	ENSG00000118046 /// OTTHUMG00000180118
204314_s_at	cAMP responsive element binding protein 1	1385	ENSG00000118260 /// OTTHUMG00000132936
204321_at	neogenin 1	4756	ENSG00000067141 /// OTTHUMG00000133509
204354_at	protection of telomeres 1	25913	ENSG00000128513 /// OTTHUMG00000157194
204364_s_at	receptor accessory protein 1	65055	ENSG00000068615 /// OTTHUMG00000130205
204365_s_at	receptor accessory protein 1	65055	ENSG00000068615 /// OTTHUMG00000130205
204426_at	transmembrane p24 trafficking protein 2	10959	ENSG00000086598 /// OTTHUMG00000168694
204444_at	kinesin family member 11	3832	ENSG00000138160 /// OTTHUMG00000018761
204453_at	zinc finger protein 84	7637	---
204517_at	peptidylprolyl isomerase C (cyclophilin C)	5480	ENSG00000168938 /// OTTHUMG00000128921
204527_at	myosin VA	4644	ENSG00000197535 /// OTTHUMG00000137383
204530_s_at	thymocyte selection-associated high mobility group box	9760	ENSG00000198846 /// OTTHUMG00000164331
204533_at	chemokine (C-X-C motif) ligand 10	3627	ENSG00000169245 /// OTTHUMG00000160887
204534_at	vitronectin	7448	ENSG00000109072 /// OTTHUMG00000132500
204589_at	NUAK family, SNF1-like kinase, 1	9891	ENSG00000074590 /// OTTHUMG00000169763
204628_s_at	integrin beta 3	3690	ENSG00000259207 /// OTTHUMG00000171956
204663_at	malic enzyme 3, NADP(+)-dependent, mitochondrial	10873	ENSG00000151376 /// OTTHUMG00000167217
204697_s_at	chromogranin A	1113	ENSG00000100604 /// ENSG00000276781 /// OTTHUMG00000171225 /// OTTHUMG00000190203
204724_s_at	collagen, type IX, alpha 3	1299	ENSG00000092758 /// OTTHUMG00000032938
204734_at	keratin 15, type I	3866	ENSG00000171346 /// OTTHUMG00000133435
204739_at	centromere protein C	1060	ENSG00000145241 /// OTTHUMG00000160735
204773_at	interleukin 11 receptor, alpha	3590	ENSG00000137070 /// OTTHUMG00000019837
204776_at	thrombospondin 4	7060	ENSG00000113296 /// OTTHUMG00000108173
204791_at	nuclear receptor subfamily 2, group C, member 1	7181	ENSG00000120798 /// OTTHUMG00000170131
204800_s_at	dehydrogenase/reductase (SDR family) member 12	79758	ENSG00000102796 /// OTTHUMG00000016952
204842_x_at	protein kinase, cAMP-dependent, regulatory, type II, alpha	5576	ENSG00000114302 /// OTTHUMG00000133540
204846_at	ceruloplasmin (ferroxidase)	1356	ENSG00000047457 /// OTTHUMG00000159563
204922_at	chromosome 11 open reading frame 80	79703	ENSG00000173715 /// OTTHUMG00000167164
204979_s_at	SH3 domain binding glutamate-rich protein	6450	ENSG00000185437 /// OTTHUMG00000074113
204985_s_at	trafficking protein particle complex 6A	79090	ENSG00000007255 /// OTTHUMG00000181775
205008_s_at	calcium and integrin binding family member 2	10518	ENSG00000136425 /// OTTHUMG00000143731
205011_at	von Willebrand factor A domain containing 5A	4013	ENSG00000110002 /// OTTHUMG00000165971
205029_s_at	fatty acid binding protein 7, brain	2173	ENSG00000164434 /// OTTHUMG00000015489
205031_at	ephrin-B3	1949	ENSG00000108947 /// OTTHUMG00000108161
205053_at	primase, DNA, polypeptide 1 (49kDa)	5557	ENSG00000198056 /// OTTHUMG00000170034
205076_s_at	myotubularin related protein 11	10903	ENSG00000014914 /// OTTHUMG00000012207
205086_s_at	non-SMC condensin II complex subunit H2	29781	ENSG00000025770 /// OTTHUMG00000150205
205088_at	mastermind-like domain containing 1	10046	ENSG00000013619 /// OTTHUMG00000024157
205097_at	solute carrier family 26 (anion exchanger), member 2	1836	ENSG00000155850 /// OTTHUMG00000130054
205109_s_at	Rho guanine nucleotide exchange factor 4	50649	ENSG00000136002 /// OTTHUMG00000131657
205120_s_at	sarcoglycan beta	6443	ENSG00000163069 /// OTTHUMG00000128697
205140_at	fucose-1-phosphate guanylyltransferase	8790	ENSG00000254685 /// OTTHUMG00000009571
205224_at	surfeit 2	6835	ENSG00000148291 /// OTTHUMG00000020867
205229_s_at	cochlin	1690	ENSG00000100473 /// OTTHUMG00000029432
205266_at	leukemia inhibitory factor	3976	ENSG00000128342 /// OTTHUMG00000150910
205281_s_at	phosphatidylinositol glycan anchor biosynthesis class A	5277	ENSG00000165195 /// OTTHUMG00000021174
205282_at	LDL receptor related protein 8	7804	ENSG00000157193 /// OTTHUMG00000008924
205289_at	bone morphogenetic protein 2	650	ENSG00000125845 /// OTTHUMG00000031833
205295_at	creatine kinase, mitochondrial 2 (sarcomeric)	1160	ENSG00000131730 /// OTTHUMG00000119013
205309_at	sphingomyelin phosphodiesterase, acid-like 3B	27293	ENSG00000130768 /// OTTHUMG00000003910
205362_s_at	prefoldin subunit 4	5203	ENSG00000101132 /// OTTHUMG00000032775
205376_at	inositol polyphosphate-4-phosphatase type II B	8821	ENSG00000109452 /// OTTHUMG00000161341
205391_x_at	ankyrin 1, erythrocytic	286	ENSG00000029534 /// OTTHUMG00000150281
205398_s_at	SMAD family member 3	4088	ENSG00000166949 /// OTTHUMG00000133230
205458_at	melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor)	4157	ENSG00000258839 /// OTTHUMG00000171163
205561_at	potassium channel tetramerization domain containing 17	79734	ENSG00000100379 /// OTTHUMG00000150532
205566_at	abhydrolase domain containing 2	11057	ENSG00000140526 /// OTTHUMG00000148684
205572_at	angiopoietin 2	285	ENSG00000091879 /// OTTHUMG00000090365
205574_x_at	bone morphogenetic protein 1	649	ENSG00000168487 /// OTTHUMG00000097761
205618_at	proline rich Gla (G-carboxyglutamic acid) 1	5638	ENSG00000130962 /// OTTHUMG00000021360
205628_at	primase, DNA, polypeptide 2 (58kDa)	5558	ENSG00000146143 /// OTTHUMG00000016190
205632_s_at	phosphatidylinositol-4-phosphate 5-kinase, type I, beta	8395	ENSG00000107242 /// OTTHUMG00000019976
205663_at	poly(rC) binding protein 3	54039	ENSG00000183570 /// OTTHUMG00000090399
205700_at	hydroxysteroid (17-beta) dehydrogenase 6	8630	ENSG00000025423 /// OTTHUMG00000170854
205720_at	proopiomelanocortin	5443	ENSG00000115138 /// OTTHUMG00000094764
205735_s_at	AF4/FMR2 family, member 3	3899	ENSG00000144218 /// OTTHUMG00000153011
205746_s_at	ADAM metallopeptidase domain 17	6868	ENSG00000151694 /// OTTHUMG00000090425
205755_at	inter-alpha-trypsin inhibitor heavy chain 3	3699	ENSG00000162267 /// OTTHUMG00000158956
205767_at	epiregulin	2069	ENSG00000124882 /// OTTHUMG00000130005
205788_s_at	zinc finger CCCH-type domain-containing-like /// zinc finger CCCH-type containing 11A	9877 /// 441155	ENSG00000058673 /// OTTHUMG00000035909
205815_at	regenerating islet-derived 3 alpha	5068	ENSG00000172016 /// OTTHUMG00000130017
205837_s_at	glycophorin A (MNS blood group)	2993	ENSG00000170180 /// OTTHUMG00000161403
205848_at	growth arrest-specific 2	2620	ENSG00000148935 /// OTTHUMG00000166071
205861_at	Spi-B transcription factor (Spi-1/PU.1 related)	6689	ENSG00000269404 /// OTTHUMG00000183039
205882_x_at	adducin 3 (gamma)	120	ENSG00000148700 /// OTTHUMG00000019032
205888_s_at	janus kinase and microtubule interacting protein 2	9832	ENSG00000176049 /// OTTHUMG00000129731
205906_at	forkhead box J1	2302	ENSG00000129654 /// OTTHUMG00000180120
205908_s_at	osteomodulin	4958	ENSG00000127083 /// OTTHUMG00000020225
205937_at	cell growth regulator with EF-hand domain 1	10669	ENSG00000138028 /// OTTHUMG00000152009
205958_x_at	chorionic somatomammotropin hormone-like 1	1444	ENSG00000204414 /// OTTHUMG00000172287
205970_at	metallothionein 3	4504	ENSG00000087250 /// OTTHUMG00000133282
206028_s_at	MER proto-oncogene, tyrosine kinase	10461	ENSG00000153208 /// OTTHUMG00000131278
206052_s_at	stem-loop binding protein	7884	ENSG00000163950 /// OTTHUMG00000089349
206102_at	GINS complex subunit 1 (Psf1 homolog)	9837	ENSG00000101003 /// OTTHUMG00000032124
206131_at	colipase, pancreatic	1208	ENSG00000137392 /// OTTHUMG00000014578
206156_at	gap junction protein beta 5	2709	ENSG00000189280 /// OTTHUMG00000004053
206176_at	bone morphogenetic protein 6	654	ENSG00000153162 /// OTTHUMG00000014217
206205_at	M-phase phosphoprotein 9	10198	ENSG00000051825 /// OTTHUMG00000168849
206231_at	potassium channel, calcium activated intermediate/small conductance subfamily N alpha, member 1	3780	ENSG00000105642 /// OTTHUMG00000183482
206239_s_at	serine peptidase inhibitor, Kazal type 1	6690	ENSG00000164266 /// OTTHUMG00000129730
206258_at	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	29906	ENSG00000101638 /// OTTHUMG00000132643
206259_at	protein C (inactivator of coagulation factors Va and VIIIa)	5624	ENSG00000115718 /// OTTHUMG00000131528
206271_at	toll-like receptor 3	7098	ENSG00000164342 /// OTTHUMG00000160345
206307_s_at	forkhead box D1	2297	ENSG00000251493 /// OTTHUMG00000162495
206311_s_at	phospholipase A2, group IB (pancreas)	5319	ENSG00000170890 /// OTTHUMG00000169343
206351_s_at	peroxisomal biogenesis factor 10	5192	ENSG00000157911 /// OTTHUMG00000001637
206353_at	cytochrome c oxidase subunit VIa polypeptide 2	1339	ENSG00000156885 /// OTTHUMG00000132463
206365_at	chemokine (C motif) ligand 1	6375	ENSG00000143184 /// OTTHUMG00000034548
206394_at	myosin binding protein C, fast type	4606	ENSG00000086967 /// OTTHUMG00000183040
206400_at	lectin, galactoside-binding, soluble, 7 /// lectin, galactoside-binding, soluble, 7B	3963 /// 653499	ENSG00000178934 /// ENSG00000205076 /// OTTHUMG00000182606 /// OTTHUMG00000182607
206410_at	nuclear receptor subfamily 0, group B, member 2	8431	ENSG00000131910 /// OTTHUMG00000004231
206431_x_at	TBC1 domain family, member 9B (with GRAM domain)	23061	ENSG00000197226 /// OTTHUMG00000130911
206483_at	leucine rich repeat containing 6	23639	ENSG00000129295 /// OTTHUMG00000164646
206487_at	Sad1 and UNC84 domain containing 1	23353	ENSG00000164828 /// OTTHUMG00000151426
206550_s_at	nucleoporin 155kDa	9631	ENSG00000113569 /// OTTHUMG00000090803
206593_s_at	mediator complex subunit 22	6837	ENSG00000148297 /// OTTHUMG00000020869
206625_at	peripherin 2 (retinal degeneration, slow)	5961	ENSG00000112619 /// OTTHUMG00000014701
206635_at	cholinergic receptor, nicotinic beta 2	1141	ENSG00000160716 /// OTTHUMG00000037262
206641_at	tumor necrosis factor receptor superfamily, member 17	608	ENSG00000048462 /// OTTHUMG00000129826
206657_s_at	myogenic differentiation 1	4654	ENSG00000129152 /// OTTHUMG00000166358
206664_at	sucrase-isomaltase (alpha-glucosidase)	6476	ENSG00000090402 /// OTTHUMG00000158065
206668_s_at	secretory carrier membrane protein 1	9522	ENSG00000085365 /// OTTHUMG00000162479
206672_at	aquaporin 2 (collecting duct)	359	ENSG00000167580 /// OTTHUMG00000169709
206674_at	fms-related tyrosine kinase 3	2322	ENSG00000122025 /// OTTHUMG00000016646
206717_at	myosin, heavy chain 8, skeletal muscle, perinatal	4626	ENSG00000133020 /// OTTHUMG00000130361
206740_x_at	synaptonemal complex protein 1	6847	ENSG00000198765 /// OTTHUMG00000012057
206764_x_at	metallophosphoesterase 1	65258	ENSG00000154889 /// OTTHUMG00000131661
206776_x_at	acrosomal vesicle protein 1	56	ENSG00000134940 /// OTTHUMG00000165854
206778_at	crystallin beta B2	1415	ENSG00000244752 /// OTTHUMG00000150905
206824_at	carboxylesterase 1 pseudogene 1	51716	ENSG00000228695 /// OTTHUMG00000154668
206855_s_at	hyaluronoglucosaminidase 2	8692	ENSG00000068001 /// OTTHUMG00000156876
206892_at	anti-Mullerian hormone receptor, type II	269	ENSG00000135409 /// OTTHUMG00000170048
206899_at	neurotensin receptor 2	23620	ENSG00000169006 /// OTTHUMG00000119083
206912_at	forkhead box E1	2304	ENSG00000178919 /// OTTHUMG00000020333
206920_s_at	GLE1 RNA export mediator	2733	ENSG00000119392 /// OTTHUMG00000020749
206946_at	hyperpolarization activated cyclic nucleotide gated potassium channel 4	10021	ENSG00000138622 /// OTTHUMG00000137563
206978_at	chemokine (C-C motif) receptor 2	729230	ENSG00000121807 /// OTTHUMG00000156466
206997_s_at	heparan sulfate 6-O-sulfotransferase 1	9394	ENSG00000136720 /// OTTHUMG00000153542
207003_at	guanylate cyclase activator 2A (guanylin)	2980	ENSG00000197273 /// OTTHUMG00000007023
207032_s_at	cysteine-rich secretory protein 1	167	ENSG00000124812 /// OTTHUMG00000014827
207075_at	NLR family, pyrin domain containing 3	114548	ENSG00000162711 /// OTTHUMG00000040647
207087_x_at	ankyrin 1, erythrocytic	286	ENSG00000029534 /// OTTHUMG00000150281
207095_at	solute carrier family 10 (sodium/bile acid cotransporter), member 2	6555	ENSG00000125255 /// OTTHUMG00000017313
207106_s_at	leukocyte receptor tyrosine kinase	4058	ENSG00000062524 /// OTTHUMG00000130339
207108_s_at	Nipped-B homolog (Drosophila)	25836	ENSG00000164190 /// OTTHUMG00000090795
207116_s_at	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	26330	ENSG00000105679 /// OTTHUMG00000182298
207122_x_at	sulfotransferase family 1A member 2	6799	ENSG00000197165 /// OTTHUMG00000048082
207125_at	zinc finger protein 225	7768	ENSG00000256294 /// OTTHUMG00000182336
207135_at	5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	3356	ENSG00000102468 /// OTTHUMG00000016881
207150_at	solute carrier family 18 (vesicular acetylcholine transporter), member 3	6572	ENSG00000187714 /// OTTHUMG00000018196
207155_at	T-box 5	6910	ENSG00000089225 /// OTTHUMG00000166191
207173_x_at	cadherin 11, type 2, OB-cadherin (osteoblast)	1009	ENSG00000140937 /// OTTHUMG00000137494
207191_s_at	immunoglobulin superfamily containing leucine-rich repeat	3671	ENSG00000129009 /// OTTHUMG00000137623
207199_at	telomerase reverse transcriptase	7015	ENSG00000164362
207228_at	protein kinase, cAMP-dependent, catalytic, gamma	5568	ENSG00000165059 /// OTTHUMG00000019974
207230_at	cell adhesion associated, oncogene regulated	50937	ENSG00000064309 /// OTTHUMG00000165862
207260_at	FEV (ETS oncogene family)	54738	ENSG00000163497 /// OTTHUMG00000133080
207343_at	lysozyme-like 6	57151	ENSG00000275722 /// ENSG00000277042 /// OTTHUMG00000188400 /// OTTHUMG00000191195
207347_at	excision repair cross-complementation group 6	2074	ENSG00000225830 /// OTTHUMG00000018195
207370_at	integrin-binding sialoprotein	3381	ENSG00000029559 /// OTTHUMG00000130600
207384_at	peptidoglycan recognition protein 1	8993	ENSG00000008438 /// OTTHUMG00000182489
207385_at	transcription factor Dp family, member 3	51270	ENSG00000183434 /// OTTHUMG00000022433
207495_at	RAB28, member RAS oncogene family	9364	ENSG00000157869 /// OTTHUMG00000090543
207501_s_at	fibroblast growth factor 12	2257	ENSG00000114279 /// OTTHUMG00000156132
207541_s_at	exosome component 10	5394	ENSG00000171824 /// OTTHUMG00000002123
207547_s_at	family with sequence similarity 107, member A	11170	ENSG00000168309 /// OTTHUMG00000159159
207554_x_at	thromboxane A2 receptor	6915	ENSG00000006638
207559_s_at	zinc finger, MYM-type 3	9203	ENSG00000147130 /// OTTHUMG00000021799
207564_x_at	O-linked N-acetylglucosamine (GlcNAc) transferase	8473	ENSG00000147162 /// OTTHUMG00000033316
207591_s_at	AT rich interactive domain 1A (SWI-like)	8289	ENSG00000117713 /// OTTHUMG00000004004
207592_s_at	hyperpolarization activated cyclic nucleotide gated potassium channel 2	610	ENSG00000099822 /// OTTHUMG00000180590
207597_at	ADAM metallopeptidase domain 18	8749	ENSG00000168619 /// ENSG00000278548 /// OTTHUMG00000164040 /// OTTHUMG00000190621
207600_at	potassium channel, voltage gated Shaw related subfamily C, member 3	3748	ENSG00000131398 /// OTTHUMG00000044580
207609_s_at	cytochrome P450, family 1, subfamily A, polypeptide 2	1544	ENSG00000140505 /// OTTHUMG00000172901
207617_at	DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked	1654	ENSG00000215301 /// OTTHUMG00000021369
207622_s_at	ATP binding cassette subfamily F member 2	10061	ENSG00000033050 /// OTTHUMG00000154570
207653_at	forkhead box D2	2306	ENSG00000186564 /// OTTHUMG00000007950
207666_x_at	synovial sarcoma, X breakpoint 3	10214	ENSG00000165584 /// OTTHUMG00000021489
207680_x_at	paired box 3	5077	ENSG00000135903 /// OTTHUMG00000133157
207687_at	inhibin beta C	3626	ENSG00000175189 /// OTTHUMG00000169994
207705_s_at	ninein-like	22981	ENSG00000101004 /// OTTHUMG00000032127
207757_at	ZFP2 zinc finger protein	80108	ENSG00000198939 /// OTTHUMG00000130885
207785_s_at	recombination signal binding protein for immunoglobulin kappa J region	3516	ENSG00000168214 /// OTTHUMG00000097793
207839_s_at	transmembrane protein 8B	51754	ENSG00000137103 /// OTTHUMG00000019885
207844_at	interleukin 13	3596	ENSG00000169194 /// OTTHUMG00000059723
207862_at	uroplakin 2	7379	ENSG00000110375 /// OTTHUMG00000166346
207896_s_at	deleted in lung and esophageal cancer 1	9940	ENSG00000008226 /// OTTHUMG00000131085
207927_at	5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled	3363	ENSG00000148680 /// OTTHUMG00000018732
207929_at	gastrin-releasing peptide receptor	2925	ENSG00000126010 /// OTTHUMG00000021189
207932_at	interferon, alpha 8	3445	ENSG00000120242 /// OTTHUMG00000019677
207935_s_at	keratin 13, type I	3860	ENSG00000171401 /// OTTHUMG00000133434
207969_x_at	acrosomal vesicle protein 1	56	ENSG00000134940 /// OTTHUMG00000165854
207973_x_at	acrosomal vesicle protein 1	56	ENSG00000134940 /// OTTHUMG00000165854
207990_x_at	acrosomal vesicle protein 1	56	ENSG00000134940 /// OTTHUMG00000165854
207991_x_at	acrosomal vesicle protein 1	56	ENSG00000134940 /// OTTHUMG00000165854
208013_s_at	acrosomal vesicle protein 1	56	ENSG00000134940 /// OTTHUMG00000165854
208107_s_at	exonuclease NEF-sp	81691	ENSG00000005189
208120_x_at	---	---	---
208140_s_at	dynein regulatory complex subunit 3	83450	ENSG00000171962 /// OTTHUMG00000059355
208142_at	epididymal protein 3A	10876	ENSG00000181562 /// OTTHUMG00000029581
208163_s_at	oxysterol binding protein-like 7	114881	ENSG00000006025 /// OTTHUMG00000178288
208194_s_at	signal transducing adaptor molecule (SH3 domain and ITAM motif) 2	10254	ENSG00000115145 /// OTTHUMG00000131885
208216_at	distal-less homeobox 4	1748	ENSG00000108813
208259_x_at	interferon, alpha 7	3444	ENSG00000214042 /// OTTHUMG00000019662
208261_x_at	interferon, alpha 10	3446	ENSG00000186803 /// OTTHUMG00000019658
208299_at	calcium channel, voltage-dependent, T type, alpha 1I subunit	8911	ENSG00000100346 /// OTTHUMG00000151096
208332_at	PTPN13-like, Y-linked /// PTPN13-like, Y-linked 2 /// PTPN13-like, Y-linked pseudogene 3	9081 /// 442862 /// 442865	ENSG00000169789 /// ENSG00000169807 /// OTTHUMG00000043586 /// OTTHUMG00000043845 /// OTTHUMG00000044998
208375_at	interferon, alpha 1	3439	ENSG00000197919 /// OTTHUMG00000019673
208394_x_at	endothelial cell-specific molecule 1	11082	ENSG00000164283 /// OTTHUMG00000097010
208398_s_at	TBP-like 1	9519	ENSG00000028839 /// OTTHUMG00000015609
208400_at	glucagon-like peptide 1 receptor	2740	ENSG00000112164 /// OTTHUMG00000014638
208402_at	interleukin 17A	3605	ENSG00000112115 /// OTTHUMG00000014840
208448_x_at	interferon, alpha 16	3449	ENSG00000147885 /// OTTHUMG00000019663
208537_at	sphingosine-1-phosphate receptor 2	9294	ENSG00000267534 /// OTTHUMG00000180399
208569_at	histone cluster 1, H2ab	8335	ENSG00000278463 /// OTTHUMG00000014420
208580_x_at	histone cluster 1, H4j /// histone cluster 1, H4k	8362 /// 8363	ENSG00000197238 /// ENSG00000273542 /// OTTHUMG00000014487 /// OTTHUMG00000014488
208597_at	ciliary neurotrophic factor /// ZFP91-CNTF readthrough (NMD candidate)	1270 /// 386607	ENSG00000242689 /// OTTHUMG00000137476 /// OTTHUMG00000166280
208623_s_at	ezrin	7430	ENSG00000092820 /// OTTHUMG00000015917
208656_s_at	cyclin I	10983	ENSG00000118816 /// OTTHUMG00000130106
208667_s_at	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)	6767	ENSG00000100380 /// OTTHUMG00000151201
208670_s_at	EP300 interacting inhibitor of differentiation 1	23741	ENSG00000255302 /// OTTHUMG00000165911
208672_s_at	serine/arginine-rich splicing factor 3	6428	ENSG00000112081 /// OTTHUMG00000014599
208680_at	peroxiredoxin 1	5052	ENSG00000117450 /// OTTHUMG00000007738
208742_s_at	Sin3A associated protein 18kDa	10284	ENSG00000150459 /// OTTHUMG00000016535
208759_at	nicastrin	23385	ENSG00000162736 /// OTTHUMG00000033110
208797_s_at	golgin A8 family, member A	23015	ENSG00000175265 /// ENSG00000215252 /// OTTHUMG00000129447 /// OTTHUMG00000129549
208830_s_at	SPT6 homolog, histone chaperone	6830	ENSG00000109111 /// OTTHUMG00000179449
208840_s_at	GTPase activating protein (SH3 domain) binding protein 2	9908	ENSG00000138757 /// OTTHUMG00000130097
208850_s_at	Thy-1 cell surface antigen	7070	ENSG00000154096 /// OTTHUMG00000166202
208861_s_at	alpha thalassemia/mental retardation syndrome X-linked	546	ENSG00000085224 /// OTTHUMG00000022686
208872_s_at	receptor accessory protein 5	7905	ENSG00000129625 /// OTTHUMG00000128807
208883_at	ubiquitin protein ligase E3 component n-recognin 5	51366	---
208935_s_at	lectin, galactoside-binding, soluble, 8	3964	ENSG00000116977 /// OTTHUMG00000039953
208937_s_at	inhibitor of DNA binding 1, dominant negative helix-loop-helix protein	3397	ENSG00000125968 /// OTTHUMG00000032181
208938_at	papillary renal cell carcinoma (translocation-associated)	5546	ENSG00000143294 /// OTTHUMG00000041294
208961_s_at	Kruppel-like factor 6	1316	ENSG00000067082 /// OTTHUMG00000017567
209000_s_at	septin 8	23176	ENSG00000164402 /// OTTHUMG00000059735
209015_s_at	DnaJ (Hsp40) homolog, subfamily B, member 6	10049	ENSG00000105993 /// OTTHUMG00000157242
209112_at	cyclin-dependent kinase inhibitor 1B (p27, Kip1)	1027	ENSG00000111276 /// OTTHUMG00000149914
209143_s_at	chloride channel, nucleotide-sensitive, 1A	1207	ENSG00000074201 /// OTTHUMG00000165143
209156_s_at	collagen, type VI, alpha 2	1292	ENSG00000142173
209160_at	aldo-keto reductase family 1, member C3	8644	ENSG00000196139 /// OTTHUMG00000017585
209170_s_at	glycoprotein M6B	2824	ENSG00000046653 /// OTTHUMG00000021162
209184_s_at	insulin receptor substrate 2	8660	ENSG00000185950 /// OTTHUMG00000017338
209185_s_at	insulin receptor substrate 2	8660	ENSG00000185950 /// OTTHUMG00000017338
209271_at	bromodomain PHD finger transcription factor	2186	ENSG00000171634 /// OTTHUMG00000132254
209283_at	crystallin alpha B	1410	ENSG00000109846 /// OTTHUMG00000166885
209301_at	carbonic anhydrase II	760	ENSG00000104267 /// OTTHUMG00000164944
209305_s_at	growth arrest and DNA-damage-inducible, beta	4616	ENSG00000099860 /// OTTHUMG00000180434
209313_at	GPN-loop GTPase 1	11321	ENSG00000198522 /// OTTHUMG00000097784
209335_at	decorin	1634	ENSG00000011465 /// OTTHUMG00000169998
209380_s_at	ATP binding cassette subfamily C member 5	10057	ENSG00000114770 /// OTTHUMG00000156871
209384_at	proline synthetase co-transcribed homolog (bacterial)	11212	ENSG00000147471 /// OTTHUMG00000164024
209448_at	HIV-1 Tat interactive protein 2	10553	ENSG00000109854 /// OTTHUMG00000166015
209484_s_at	NSL1, MIS12 kinetochore complex component	25936	ENSG00000117697 /// OTTHUMG00000036806
209493_at	PDZ domain containing 2	23037	ENSG00000133401 /// OTTHUMG00000161981
209496_at	retinoic acid receptor responder (tazarotene induced) 2	5919	ENSG00000106538 /// OTTHUMG00000158325
209506_s_at	nuclear receptor subfamily 2, group F, member 1	7025	ENSG00000175745 /// OTTHUMG00000119079
209512_at	hydroxysteroid dehydrogenase like 2	84263	ENSG00000119471 /// OTTHUMG00000020504
209513_s_at	hydroxysteroid dehydrogenase like 2	84263	ENSG00000119471 /// OTTHUMG00000020504
209629_s_at	nuclear transport factor 2-like export factor 2	55916	ENSG00000101888 /// OTTHUMG00000022185
209644_x_at	cyclin-dependent kinase inhibitor 2A	1029	ENSG00000147889 /// OTTHUMG00000019686
209677_at	protein kinase C, iota	5584	ENSG00000163558 /// OTTHUMG00000150214
209722_s_at	serpin peptidase inhibitor, clade B (ovalbumin), member 9	5272	ENSG00000170542 /// OTTHUMG00000014131
209731_at	nth-like DNA glycosylase 1	4913	ENSG00000065057 /// OTTHUMG00000128744
209739_s_at	patatin-like phospholipase domain containing 4	8228	ENSG00000006757 /// OTTHUMG00000021103
209741_x_at	S-phase cyclin A-associated protein in the ER	49855	ENSG00000140386 /// OTTHUMG00000172655
209780_at	putative homeodomain transcription factor 2	57157	ENSG00000006576 /// OTTHUMG00000155557
209781_s_at	KH domain containing, RNA binding, signal transduction associated 3	10656	ENSG00000131773 /// OTTHUMG00000164164
209784_s_at	jagged 2	3714	ENSG00000184916 /// OTTHUMG00000140172
209860_s_at	annexin A7	310	ENSG00000138279 /// OTTHUMG00000018463
209907_s_at	intersectin 2	50618	ENSG00000198399 /// OTTHUMG00000090818
209911_x_at	histone cluster 1, H2bd	3017	ENSG00000158373 /// OTTHUMG00000014426
209917_s_at	TP53 target 1 (non-protein coding)	11257	---
209921_at	solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11	23657	ENSG00000151012 /// OTTHUMG00000133396
209927_s_at	chromatin target of PRMT1	26097	ENSG00000160679 /// OTTHUMG00000037052
209940_at	poly(ADP-ribose) polymerase family member 3	10039	ENSG00000041880 /// OTTHUMG00000156931
209950_s_at	villin-like	50853	ENSG00000136059 /// OTTHUMG00000130814
209964_s_at	ataxin 7	6314	ENSG00000163635 /// OTTHUMG00000158763
210016_at	myelin transcription factor 1-like	23040	ENSG00000186487 /// OTTHUMG00000151407
210024_s_at	ubiquitin-conjugating enzyme E2E 3	10477	ENSG00000170035 /// OTTHUMG00000132585
210032_s_at	sperm associated antigen 6	9576	ENSG00000077327 /// OTTHUMG00000017808
210058_at	mitogen-activated protein kinase 13	5603	ENSG00000156711 /// OTTHUMG00000014587
